device_key,device_info,os,browser,screen,is_new_flag
d4a679d500c3,SM-J710MN Build/MMB29K,,chrome 65.0 for android,,Found
d3cf975ffec0,SM-A720F Build/NRD90M,,chrome 65.0 for android,,Found
01821a94fc25,ASUS_Z00AD Build/LRX21V,,chrome 65.0 for android,,New
9f09ef4e884a,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
c8ee777daa7c,ASUS_Z00AD Build/LRX21V,,chrome 65.0 for android,,Found
ea3a27e7e9f6,SAMSUNG SM-G570M Build/NRD90M,,samsung,,New
fc6afe5fa067,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
ef329d2a3a5b,Blade L5 Build/LMY47I,,chrome 64.0 for android,,Found
c2c35240dc5b,SM-A520F Build/NRD90M,,chrome 65.0 for android,,New
4ad0c0c2c5e6,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
9d1aae004b12,HUAWEI Y360-U23 Build/HUAWEIY360-U23,,other,,New
f9785b57b0e3,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
9c56e6f3a5b6,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
52d7a637314e,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
a9e6d620e857,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
6a2b0045c157,SAMSUNG SM-N950F Build/NMF26X,,samsung browser 6.4,,New
c2c5cc71c278,SAMSUNG SM-N950F Build/NMF26X,,samsung browser 6.4,,Found
6580327c29b7,SAMSUNG SM-N950F Build/NMF26X,,samsung browser 6.4,,Found
c7c69967e8b1,Hisense L675 Build/MRA58K,,chrome 65.0 for android,,Found
755f0e3c7011,Hisense L675 Build/MRA58K,,chrome 65.0 for android,,Found
1cccafbd7899,Hisense L675 Build/MRA58K,,chrome 65.0 for android,,Found
df1434a407f5,SM-A520F Build/NRD90M,,chrome 65.0 for android,,New
4b442aaa0710,LGLS676 Build/MXB48T,Android 6.0.1,chrome 65.0 for android,1280x720,Found
c9b7cf3e887c,LGLS676 Build/MXB48T,Android 6.0.1,chrome 65.0 for android,1280x720,Found
b4c0dc76bb08,Moto E (4) Plus Build/NMA26.42-69,,chrome generic,,New
ea16a6bbfa6e,Hisense,,chrome 63.0 for android,,Found
dea4900f3fee,LG-K200 Build/MXB48T,,chrome 65.0 for android,,Found
3a25bdd71a7d,F3311,,chrome 65.0 for android,,New
8be21fdd56b7,SM-J700M Build/MMB29K,,chrome 65.0 for android,,New
95fbbcc92c44,Hisense F23 Build/NRD90M,,chrome 65.0 for android,,New
f8e35d9802e2,vivo,,chrome 65.0 for android,,New
8735ba48a089,AX705,,chrome 65.0 for android,,New
d926b6220bc6,iOS Device,iOS 11.2.6,mobile safari generic,2208x1242,New
cbc1bc8480d0,iOS Device,iOS 11.2.6,mobile safari generic,2208x1242,Found
53b1871fd071,SM-G610M Build/MMB29K,,chrome 65.0 for android,,Found
baccef28e7c7,SM-A300H Build/LRX22G,,chrome 65.0 for android,,New
36b2f0ba2405,iOS Device,iOS 11.2.6,mobile safari generic,2208x1242,New
b3a629f19ae7,Windows,Windows 7,chrome 65.0,1680x1050,Found
171229f40029,iOS Device,iOS 11.2.6,mobile safari generic,1334x750,New
64050890408c,XT1635-02 Build/NPN26.118-22-2,,chrome 65.0 for android,,New
1336358d3a38,XT1635-02 Build/NPN26.118-22-2,,chrome 65.0 for android,,Found
0a474c4b607b,SM-G950U Build/NRD90M,Android 7.0,chrome 65.0 for android,2220x1080,New
432add52b791,LG-D693n Build/LRX22G,,chrome 65.0 for android,,New
64f7b8b31e02,SAMSUNG SM-G930F Build/NRD90M,,samsung browser 6.4,,New
fe2a7ad93366,LG-X180g Build/LMY47I,,chrome 65.0 for android,,Found
c0511be5418f,Moto,,chrome generic,,New
818e082ddbee,XT1635-02 Build/NPN26.118-22-2,,chrome 65.0 for android,,Found
262ec5b910b3,LG-D320 Build/KOT49I.V10a,,chrome generic,,Found
cf4d7d532264,XT1635-02 Build/NPN26.118-22-2,,chrome 65.0 for android,,Found
4be8b2ac8c3c,LG-X180g Build/LMY47I,,chrome 55.0 for android,,Found
33bf388deac0,SAMSUNG SM-N920T Build/NRD90M,,samsung browser 6.4,,New
6a3d614d0d5b,SAMSUNG SM-N920T Build/NRD90M,,samsung browser 6.4,,Found
6fa0fc385371,SAMSUNG SM-G950U Build/NRD90M,Android 7.0,samsung browser 6.4,2220x1080,New
0699d84caec4,Moto Z2 Play Build/NPSS26.118-19-14,,chrome 65.0 for android,,New
6c33a3e6adbe,Windows,Windows 10,chrome 65.0,1920x1080,Found
57a8b96778ce,LG-X230 Build/MRA58K,,chrome 56.0 for android,,Found
b65a872fbca2,,Linux,chrome 65.0,2560x1440,New
4dc7300304ea,LG-X230 Build/MRA58K,,chrome 56.0 for android,,Found
c45372738df7,LG-X230 Build/MRA58K,,chrome 56.0 for android,,Found
d6b2ceb96575,SAMSUNG SM-J510MN Build/MMB29M,,samsung browser 6.4,,New
daf40f255e8f,SM-G955F Build/R16NW,,chrome 65.0 for android,,New
d071a71f9abe,SAMSUNG-SM-T377A,Android 7.1.1,chrome 65.0 for android,1280x800,New
b4b4b6d6c37b,Moto G (5) Plus Build/NPNS25.137-15-11,,chrome generic,,Unknown
5091f481bebb,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,,chrome 65.0 for android,,Found
5826199b86c4,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,,chrome 65.0 for android,,New
95c4f3900031,SM-J710MN Build/MMB29K,,chrome 65.0 for android,,New
d86d8b46fec1,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,Found
51c41b417405,SM-G935T Build/NRD90M,,chrome 65.0 for android,,New
7faed063c445,SM-T560 Build/KTU84P,,chrome 52.0 for android,,Found
90245b3da5d9,TRT-L53 Build/HUAWEITRT-L53,,chrome 65.0 for android,,Found
c0c00a092fdb,Moto G (5) Plus Build/NPNS25.137-15-11,,chrome generic,,Unknown
d77cb687a78a,LG-D693n Build/LRX22G,,chrome,,New
8e045dede53c,E5306 Build/27.3.A.0.165,,chrome 65.0 for android,,New
f5d1fed14eab,iOS Device,iOS 11.2.6,mobile safari generic,2208x1242,New
d23ae5bbb390,Moto Z2 Play Build/NPSS26.118-19-14,,chrome 65.0 for android,,Found
8e09cba5b2d1,LM-X210(G,Android 7.1.2,chrome generic,1280x720,Found
8f17bc4883b0,SM-T710 Build/NRD90M,,chrome 65.0 for android,,Found
e00da5318f98,SM-G610M Build/MMB29K,,chrome 65.0 for android,,New
f0b8ff825246,BLL-L23 Build/HUAWEIBLL-L23,,chrome 65.0 for android,,Found
f8d5006eaeea,ALE-L23 Build/HuaweiALE-L23,,chrome 65.0 for android,,Found
90cc0ebde19b,BLL-L23 Build/HUAWEIBLL-L23,,chrome 65.0 for android,,Found
2fb65735696e,SM-A510M Build/MMB29K,,chrome 65.0 for android,,New
783e536b4ad4,Moto E (4) Build/NMA26.42-19,,chrome generic,,Found
968dae4ce064,SM-J700M Build/MMB29K,,chrome 65.0 for android,,Found
f2e2c0d3a027,LG-V522,Android 7.0,chrome 65.0 for android,1920x1200,New
e4f1aabb0be9,LG-K410 Build/LRX22G,,chrome 61.0 for android,,Found
d372ab374ba8,SM-J700M Build/MMB29K,,chrome 65.0 for android,,New
e21f2c6c730e,iOS Device,iOS 11.2.6,mobile safari generic,1334x750,New
fefc42716eb2,SM-T350 Build/NMF26X,Android 7.1.1,chrome 65.0 for android,1024x768,Found
643eab3b72dd,SM-G930W8 Build/NRD90M,,chrome 64.0 for android,,Found
aa69d3c33efe,SM-G955F Build/NRD90M,,chrome 65.0 for android,,New
823e5286dc81,Moto Z2 Play Build/NPSS26.118-19-14,,chrome 65.0 for android,,New
6ddf90c58a5a,SM-N950U Build/NMF26X,Android 7.1.1,chrome 65.0 for android,2220x1081,New
f43510faadca,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
8013e7b7b658,GT-I9060M Build/KTU84P,,chrome 65.0 for android,,Found
b332ec621558,SM-G800F Build/MMB29K,,chrome 65.0 for android,,New
89d10536efb2,SM-G800F Build/MMB29K,,chrome 65.0 for android,,Found
41feaaf7902b,SM-T330NU Build/LMY47X,,chrome 63.0 for android,,New
457cf6290efb,SM-G800F Build/MMB29K,,chrome 65.0 for android,,Found
470bdf959f90,XT1650 Build/NCLS26.118-23-13-6-5,Android 7.1.1,chrome 65.0 for android,2560x1440,New
f51fb85a7eae,Moto E (4) Plus Build/NMA26.42-142,,chrome generic,,New
f3f5f38b5edf,SM-N920V,,chrome 65.0 for android,,Found
9cab2cc177f5,XT1650 Build/NCLS26.118-23-13-6-5,Android 7.1.1,chrome 65.0 for android,2560x1440,Found
b9aecebb7f9a,SLA-L03 Build/HUAWEISLA-L03,,chrome 59.0 for android,,New
e7f70e087a0b,Moto G (5) Build/NPP25.137-93,,chrome generic,,New
7bef1e1d94a9,LGMP260 Build/NRD90U,Android 7.0,chrome 65.0 for android,1280x720,New
a522a3804e5f,SM-J700M Build/MMB29K,,chrome 65.0 for android,,New
adef062b708c,iOS Device,iOS 11.2.6,mobile safari generic,1334x750,Found
7293c5c4a5ae,SM-G930T Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,Found
06f9e61725fc,Z557BL,Android 7.1.1,chrome 59.0 for android,855x480,New
e0f455a328fc,Moto G (4) Build/NPJS25.93-14-10,,chrome generic,,New
bab577524375,Blade V6 Plus Build/MRA58K,,chrome 65.0 for android,,New
4307f93b3d7f,Mi A1 Build/OPR1.170623.026,,,,Found
ff8afb95259e,MotoE2 Build/LPCS23.13-56-5,,chrome 52.0 for android,,New
6af0d7f66059,F3213 Build/36.1.A.1.86,,chrome 65.0 for android,,New
d797fc0547bb,Moto E (4) Build/NMA26.42-19,,chrome generic,,Found
da9d88ac8323,SM-G935F Build/NRD90M,,chrome 65.0 for android,,Found
edb839be492a,LG-K500 Build/MMB29M,,chrome 65.0 for android,,Found
013b41486a4c,SM-G610M Build/NRD90M,,chrome 65.0 for android,,New
ae11c0709040,F3213 Build/36.1.A.1.86,,chrome 65.0 for android,,Found
c5bf218cc701,M4 SS4451 Build/LMY47D,,android browser 4.0,,New
5c16c8c4d71d,LG-K500 Build/MMB29M,,chrome 65.0 for android,,Found
c1aa1fd034dd,Moto E (4) Build/NMA26.42-19,,chrome generic,,Found
520196ff49b6,LG-K500 Build/MMB29M,,chrome 65.0 for android,,New
c52c5a4d7045,,Linux,chrome 65.0,1920x1080,Found
f0545dbdca51,SM-J530GM Build/NRD90M,,chrome 65.0 for android,,New
d070b5b5bde8,XT1021 Build/LPCS23.13-34.8-3,,chrome 65.0 for android,,Found
673537939ef7,Moto,Android 7.0,chrome generic,1920x1080,Found
bb3141b800e3,SM-G920I Build/NRD90M,,chrome 65.0 for android,,New
569197d62dde,KFSUWI Build/LVY48F,Android 5.1.1,chrome generic,1920x1200,New
d364f7eae9fa,Moto G Play Build/MPIS24.241-15.3-7,,chrome 65.0 for android,,New
88f49a614357,SM-J500M Build/LMY48B,,chrome 60.0 for android,,New
2e45f25cb85f,SAMSUNG SM-A720F Build/NRD90M,,samsung browser 6.4,,Found
94f94ed4b6b9,SM-G920I Build/NRD90M,,chrome 65.0 for android,,Found
bf81ca329348,SM-J500M Build/LMY48B,,chrome 60.0 for android,,Found
5f5ed62a5e52,LG-M700 Build/NMF26X,,chrome 65.0 for android,,New
fab675ab8e0e,SM-J700M Build/LMY48B,,chrome 65.0 for android,,New
d80cc97a6817,Moto X Play Build/NPD26.48-24-1,,chrome 65.0 for android,,New
1254e2d7a206,SM-G950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1080,Found
de2b88e1f3bc,TRT-L53 Build/HUAWEITRT-L53,,chrome 64.0 for android,,New
4e4af121efd7,Moto C Build/NRD90M.063,,chrome 58.0 for android,,New
8ca3742db3aa,SM-J327T1 Build/NRD90M,Android 7.0,chrome 65.0 for android,1280x720,Found
e3e038589f7f,F3213 Build/36.0.A.2.146,,chrome 65.0 for android,,New
e64aede20cab,SM-A510M Build/NRD90M,,chrome 65.0 for android,,Found
b4c4af4a08d7,iOS Device,iOS 11.1.2,mobile safari generic,2001x1125,New
ed9ba89f68bd,SM-J700M Build/MMB29K,,chrome 65.0 for android,,New
74e72b38c25d,Moto G (5) Plus Build/NPNS25.137-92-4,,chrome generic,,New
5b779b4c738b,LG-K200 Build/MXB48T,,chrome 65.0 for android,,New
3dcfd659a939,Linux i686,,firefox 57.0,,Found
7d9fcd12fc6b,SM-G935F Build/NRD90M,,chrome 65.0 for android,,New
b801ca9a53cf,LG-H320 Build/LRX21Y,,chrome 64.0 for android,,New
afaf20b0137b,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 65.0 for android,,New
7d5f97da98ff,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 6.4,,Found
f250ad3afa89,SAMSUNG SM-G935F Build/NRD90M,,samsung browser 6.4,,Found
c2e15bd4bcac,SM-J700M Build/MMB29K,,chrome 65.0 for android,,Found
95810c37e2db,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
51aec6751bf5,SM-A300H Build/LRX22G,,chrome 65.0 for android,,New
a56115687555,SAMSUNG SM-J710MN Build/MMB29K,,samsung browser 6.4,,New
f17b01f72d62,SAMSUNG SM-J710MN Build/MMB29K,,samsung browser 6.4,,Found
4f6599c4bef3,Moto G (5) Build/NPP25.137-93,,chrome generic,,New
32acdac051da,SM-J730GM Build/NRD90M,,chrome 65.0 for android,,New
58cf4f592f47,LGLS676 Build/MXB48T,Android 6.0.1,chrome 65.0 for android,1280x720,New
089ab2e33778,SM-G950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1080,New
a199bef1826e,es-us,,other,,New
d97626482885,,Android,chrome 64.0,1280x720,Found
e29d842b2f32,Windows,,chrome 65.0,,New
8fcf74880c3b,iOS Device,iOS 11.2.6,mobile safari generic,2208x1242,New
7160e1680c2c,HTC Desire 10 lifestyle Build/MMB29M,,chrome 65.0 for android,,New
3dfd3788fddc,SM-G935P Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,Unknown
70912ca50833,SM-J120FN Build/LMY47X,,chrome 64.0 for android,,New
a89d3485bafc,SM-G935P Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,Unknown
86a383fe043a,SM-G950F Build/NRD90M,,chrome 65.0 for android,,Found
d97a918c687a,LG-X230 Build/MRA58K,,chrome 56.0 for android,,Found
76a11b608678,SM-J700M Build/MMB29K,,chrome 65.0 for android,,New
0b9c6d741850,SM-G955U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1080,New
ea93d3337e4a,SM-G800F Build/MMB29K,,chrome 65.0 for android,,Unknown
17aeac785acf,SAMSUNG SM-G920I Build/NRD90M,,samsung browser 6.4,,New
e2d83b6b9397,SM-J700M Build/MMB29K,,chrome 65.0 for android,,Found
3f1231ad686e,SAMSUNG SM-G950F Build/NRD90M,,samsung browser 6.4,,New
56b61936f411,HTC,,chrome 65.0 for android,,New
6a8b0a2640cb,Moto E (4) Plus Build/NMA26.42-69,,chrome generic,,Found
83198f57dc41,LG-D320 Build/KOT49I.V10a,,chrome generic,,Found
1dc70ee07af2,VS988 Build/NRD90U,Android 7.0,chrome 65.0 for android,2672x1440,Found
f347df2ff3c5,SAMSUNG SM-G532M Build/MMB29T,,Samsung/SM-G532M,,New
8770b16daf84,SM-J510MN Build/MMB29M,,chrome 50.0 for android,,Found
36f0180f1de1,SM-G610M Build/MMB29K,,chrome 65.0 for android,,New
77038be8f82e,SM-J701M Build/NRD90M,,chrome 65.0 for android,,Found
0d9dc953e210,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,,New
84925db8f427,SM-J701M Build/NRD90M,,chrome 65.0 for android,,New
851c1faa3ca1,SAMSUNG SM-G950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1080,New
c80f276cca7a,SM-J701M Build/NRD90M,,chrome 65.0 for android,,Found
1579d3685fae,F3113 Build/33.3.A.1.97,,chrome 65.0 for android,,Found
0cc7dfe86010,SM-J200M Build/LMY47X,,chrome 65.0 for android,,New
b66fd988b0cf,SAMSUNG SM-J327T1 Build/NRD90M,Android 7.0,samsung browser 5.2,1280x720,Found
ab79ab084c15,Windows,Windows 10,chrome 65.0,2400x1350,Found
8dd0f298ddde,SM-J700M Build/LMY48B,,chrome 65.0 for android,,New
c0bef37c8cd8,SM-G955F Build/NRD90M,,chrome 65.0 for android,,New
45a826d5520a,SM-G610M Build/MMB29K,,chrome 65.0 for android,,Found
a9860415a24d,Hisense L675 Build/MRA58K,,chrome 65.0 for android,,New
7993ee4249f8,LG-H542 Build/MRA58K,,chrome 64.0 for android,,New
61d44829ecab,Moto G (5) Plus Build/NPNS25.137-92-4,,chrome generic,,New
959bbbe7dd4a,SM-T587P,Android 6.0.1,chrome 63.0 for android,1920x1200,New
36f6ad836da4,SM-J730GM Build/NRD90M,,chrome 65.0 for android,,Found
0ea455b557e7,LG-K410 Build/LRX22G,,chrome 65.0 for android,,New
0836a4eae7cf,iOS Device,iOS 11.3.0,mobile safari generic,2208x1242,New
b92d23ecef32,A577VL,Android 7.1.1,chrome 65.0 for android,1280x720,New
1b944b399684,,Android,chrome 63.0,2560x1440,Found
f3180760e5fe,iOS Device,iOS 11.3.0,mobile safari generic,1334x750,New
86622f189c40,,Android,chrome 63.0,2560x1440,Found
a8aed79d7143,LG-X210 Build/LMY47I,,chrome 65.0 for android,,New
2918559e9820,Moto X Play Build/NPD26.48-24-1,,chrome 65.0 for android,,Found
cb03b90e8b59,Hisense U963 Build/MRA58K,,other,,New
f56d74f03cc0,SAMSUNG SM-J250M Build/NMF26X,,samsung browser 6.4,,New
e3de5660dfa4,SM-G928G Build/NRD90M,,chrome 65.0 for android,,New
3525ea579690,HUAWEI Build/MMB28B,,chrome 65.0 for android,,Found
3a7742a6d12e,SAMSUNG-SM-G920A Build/MMB29K,Android 6.0.1,chrome 65.0 for android,2560x1440,Found
bd35a62c3d8a,SM-G950F Build/R16NW,,chrome 65.0 for android,,Found
908db9dc1beb,SM-G531H Build/LMY48B,,chrome 43.0 for android,,New
543a30f1f712,SM-J320M Build/LMY47V,,chrome 55.0 for android,,New
34f532bd029e,SM-G950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1080,Found
33cd7bccdae6,iOS Device,iOS 11.2.6,mobile safari generic,2436x1125,New
4ce4adf13790,SM-G950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1080,Found
bb68cff5a09d,SM-G530H Build/KTU84P,,chrome 65.0 for android,,New
6bc543d8faff,Pixel 2 Build/OPM1.171019.021,Android 8.1.0,chrome 65.0 for android,1920x1081,Found
a459d949d5ab,Pixel 2 Build/OPM1.171019.021,Android 8.1.0,chrome 65.0 for android,1920x1081,Found
a5750d554799,SM-G530H Build/KTU84P,,chrome 65.0 for android,,Found
26e033a06963,SM-G610M Build/MMB29K,,chrome 65.0 for android,,New
2fd4399cf628,SM-G610M Build/MMB29K,,chrome 65.0 for android,,Found
147269819886,Trident/7.0,,ie 11.0 for desktop,,New
f4dff7d50fcd,SAMSUNG-SM-G920A Build/MMB29K,Android 6.0.1,chrome 65.0 for android,2560x1440,Found
dfdde8e27490,SAMSUNG-SM-G920A Build/MMB29K,Android 6.0.1,chrome 65.0 for android,2560x1440,Found
1359c410abac,SM-A720F Build/NRD90M,,chrome 65.0 for android,,New
5af92bec3c30,SM-G531H Build/LMY48B,,chrome 65.0 for android,,Found
8f46e52719f9,SM-G935F Build/NRD90M,,chrome 65.0 for android,,New
1a6b4d8072e2,5011A Build/NRD90M,,chrome 65.0 for android,,Found
1e0b49440cb9,LG-LS993 Build/NRD90U,Android 7.0,chrome 65.0 for android,2672x1440,New
2777c2d21fde,SM-G920T Build/NRD90M,,chrome 65.0 for android,,Found
5bff91ef01ac,SM-G920T Build/NRD90M,,chrome 65.0 for android,,Found
eded3f0f7b44,Z,,chrome 43.0 for android,,New
c7f8d52d55ca,Android 5.1.1,,chrome generic,,New
ada2d3813cde,HTC_One,,,,New
f37326855c4b,moto x4 Build/OPWS27.57-40-6,,chrome 65.0 for android,,New
aee359490b0c,Lenovo-A6020l36 Build/LMY47V,,other,,New
cedc27e21c6d,SM-G570M Build/MMB29K,,chrome 65.0 for android,,Found
330fd969f2f3,SM-J701M Build/NRD90M,,chrome 65.0 for android,,Found
eacb904c042f,BLADE L7 Build/MRA58K,,chrome 65.0 for android,,Found
8abfa7cd03ec,BLADE L7 Build/MRA58K,,chrome 65.0 for android,,Found
18dd1d3d5d22,WAS-LX1 Build/HUAWEIWAS-LX1,,chrome 65.0 for android,,Found
9789bb4025c7,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 65.0 for android,,New
657ed3aa874d,,Linux,chrome 65.0,1920x1080,Found
f21ee21a848c,SAMSUNG SM-T580 Build/NRD90M,,samsung browser 6.4,,New
ce756d4a7331,SM-G531H Build/LMY48B,,chrome 50.0 for android,,Found
76aa349182d6,SM-A320FL Build/NRD90M,,chrome 65.0 for android,,Found
8b5894602dde,Moto C Build/NRD90M.063,,chrome 64.0 for android,,New
d150da987637,XT1021 Build/LPCS23.13-34.8-3,,chrome 65.0 for android,,Found
54992d88f9d1,Moto G (5) Plus Build/NPNS25.137-15-11,,chrome generic,,New
89fc30ad8f86,SM-G935V Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080,Found
26fce5f1fdfa,LG-M700 Build/NMF26X,,chrome 65.0 for android,,New
4acea3ab1d0e,Hisense L675 Build/MRA58K,,chrome 65.0 for android,,Found
f14b2baf05b6,SM-J327T1 Build/NRD90M,Android 7.0,chrome 65.0 for android,1280x720,New
3e27181b2e5a,ALE-L23 Build/HuaweiALE-L23,,chrome 65.0 for android,,New
a32295253c4c,Moto,,chrome generic,,New
0e8c4ac9f109,XT1650 Build/NCLS26.118-23-13-6-5,Android 7.1.1,chrome 65.0 for android,2560x1440,New
17d12988c86f,SM-G955F Build/R16NW,,chrome 65.0 for android,,New
587487342d05,Moto G (5) Build/NPP25.137-93,,chrome generic,,New
67f36ffbc4dd,SM-G532M Build/MMB29T,,chrome 63.0 for android,,New
b839996eba70,SM-A530F Build/NMF26X,,chrome 65.0 for android,,New
6445d88cd857,Moto G Play Build/NPIS26.48-36-2,,chrome 65.0 for android,,New
342b5012633d,SM-G532M Build/MMB29T,,Samsung/SM-G532M,,Found
adf8f90b03f4,Moto Z (2,,chrome generic,,Found
b02a64d20c05,XT1032 Build/LPBS23.13-56-2,,chrome 64.0 for android,,Found
d6774bec95b6,SM-J327T1 Build/NRD90M,Android 7.0,chrome 65.0 for android,1280x720,New
6640b8bd7678,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,,chrome 65.0 for android,,Found
c4e6cc6b37e0,SM-E500M Build/KTU84P,,chrome 65.0 for android,,Found
c25d629c31b5,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,,chrome 65.0 for android,,Found
4f0393558d07,Hisense L675 Build/MRA58K,,chrome 65.0 for android,,Found
2bbbcd9e575f,SM-A720F Build/NRD90M,,chrome 65.0 for android,,Found
973123cd2099,E5306 Build/27.3.A.0.165,,chrome 65.0 for android,,Found
aab877b78e86,M4 SS4456 Build/LMY47V,,chrome 65.0 for android,,Found
2c579a27128a,SAMSUNG-SM-G530AZ Build/LMY48B,,chrome generic,,New
a777ac84e7c2,5056A Build/MMB29M,,chrome 65.0 for android,,New
81186e2d26c1,SM-G610M Build/MMB29K,,chrome 64.0 for android,,Found
5bc9cdd92b5a,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
7835f07c43b3,LG-X220 Build/LMY47I,,chrome 63.0 for android,,New
607c258be764,Windows,,firefox 59.0,,New
d004d4fa1e1e,Moto Z (2,,chrome generic,,New
c15f09865d42,LG-H542 Build/MRA58K,,chrome 64.0 for android,,Found
5b1724e1b267,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
a3f32a7becd4,SM-G360T1 Build/LMY47X,,chrome 57.0 for android,,New
5207b8789564,LG-H542 Build/MRA58K,,chrome 64.0 for android,,Found
aa2af9d4af50,LG-D680 Build/KOT49I,,chrome 64.0 for android,,New
d2d42484ebe2,Hisense F23 Build/NRD90M,,chrome 65.0 for android,,New
677c3fd912f7,Moto G (4) Build/NPJ25.93-14.7,,chrome generic,,New
1f59d25c7703,Moto G (4) Build/NPJ25.93-14.7,,chrome generic,,Found
3eca9c89c9ed,LG-D680 Build/KOT49I,,chrome 64.0 for android,,Found
c9609c6a6c13,LG-D680 Build/KOT49I,,chrome 64.0 for android,,Found
1eeaf83907f0,LG-D680 Build/KOT49I,,chrome 64.0 for android,,Found
55a812cdc8ce,Moto E (4) Plus Build/NMA26.42-69,,chrome generic,,New
878b47568208,Moto G (4) Build/NPJS25.93-14-15,,chrome generic,,Found
a67c6623dce5,Moto G Play Build/NPIS26.48-36-2,,chrome 65.0 for android,,New
03b9f3f8ffcb,Moto G Play Build/NPIS26.48-36-2,,chrome 65.0 for android,,Found
a1b979af1b5a,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,Found
97b7ae3f3e0b,SM-G532M Build/MMB29T,,chrome 63.0 for android,,New
6bf49f436ddf,Redmi Note 4 Build/NRD90M,,chrome 65.0 for android,,Found
99da7239fc5b,LG-D680 Build/KOT49I,,chrome 64.0 for android,,Found
40d1aa127191,SM-G610M Build/MMB29K,,chrome 65.0 for android,,Found
9ec8b70de6eb,SM-G610M Build/MMB29K,,chrome 65.0 for android,,Found
ae2feb025625,Hisense L675 Build/MRA58K,,chrome 65.0 for android,,Found
5136e8225002,LG-M710 Build/NRD90U,,chrome 65.0 for android,,New
c26ae64f9f78,Redmi Note 4 Build/NRD90M,,opera,,New
38c2a94f004f,Redmi Note 4 Build/NRD90M,,opera,,Found
4705eedf3b0f,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
2ddc56db4911,Redmi Note 4 Build/NRD90M,,opera,,Found
645850c09b75,Pixel 2 XL Build/OPM2.171019.029,Android 8.1.0,chrome 65.0 for android,2880x1442,New
6c5da09ba801,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,,chrome 65.0 for android,,Found
efa57c624400,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
6721d13ae809,SGP511,,chrome 65.0 for android,,Found
47f828694315,SM-G610M Build/MMB29K,,chrome 65.0 for android,,New
7220f43f1523,SM-J700M Build/LMY48B,,chrome 65.0 for android,,New
e38531ab1417,SM-A300H Build/LRX22G,,chrome 65.0 for android,,Found
6101794eb7f6,Pixel,Android 7.1.2,chrome 65.0 for android,2560x1800,Unknown
3966891dcf49,,Linux,chrome 65.0,2961x1442,Found
c7f7b4451e1c,SM-J500M Build/MMB29M,,chrome 65.0 for android,,New
a676c3af0d58,SM-J700M Build/MMB29K,,chrome 65.0 for android,,Found
15abb89f44f7,LG-K530 Build/MMB29M,,chrome 65.0 for android,,New
